time_0,current_0,voltage_0,time_1,current_1,voltage_1
0.0,0.0,-65.0,0.0,0.0,-65.0
0.025,0.0,-65.01270384868096,0.025,0.0,-65.01270384868096
0.05,0.0,-65.0253132270336,0.05,0.0,-65.0253132270336
0.075,0.0,-65.03785630137881,0.075,0.0,-65.03785630137881
0.09999999999999999,0.0,-65.05035008519906,0.09999999999999999,0.0,-65.05035008519906
0.12499999999999999,0.0,-65.06280581665352,0.12499999999999999,0.0,-65.06280581665352
0.15,0.0,-65.07523121456373,0.15,0.0,-65.07523121456373
0.17500000000000002,0.0,-65.08763167316769,0.17500000000000002,0.0,-65.08763167316769
0.20000000000000004,0.0,-65.10001098320862,0.20000000000000004,0.0,-65.10001098320862
0.22500000000000006,0.0,-65.11237180191743,0.22500000000000006,0.0,-65.11237180191743
0.25000000000000006,0.0,-65.12471597400373,0.25000000000000006,0.0,-65.12471597400373
0.2750000000000001,0.0,-65.1370447573851,0.2750000000000001,0.0,-65.1370447573851
0.3000000000000001,0.0,-65.14935898490671,0.3000000000000001,0.0,-65.14935898490671
0.3250000000000001,0.0,-65.16165918159844,0.3250000000000001,0.0,-65.16165918159844
0.35000000000000014,0.0,-65.17394565034462,0.35000000000000014,0.0,-65.17394565034462
0.37500000000000017,0.0,-65.18621853476495,0.37500000000000017,0.0,-65.18621853476495
0.4000000000000002,0.0,-65.19847786547665,0.4000000000000002,0.0,-65.19847786547665
0.4250000000000002,0.0,-65.21072359414701,0.4250000000000002,0.0,-65.21072359414701
0.45000000000000023,0.0,-65.22295561852886,0.45000000000000023,0.0,-65.22295561852886
0.47500000000000026,0.0,-65.23517380081427,0.47500000000000026,0.0,-65.23517380081427
0.5000000000000002,0.0,-65.24737798102647,0.5000000000000002,0.0,-65.24737798102647
0.5250000000000001,0.0,-65.25956798672426,0.5250000000000001,0.0,-65.25956798672426
0.55,0.0,-65.27174363996603,0.55,0.0,-65.27174363996603
0.575,0.0,-65.28390476224025,0.575,0.0,-65.28390476224025
0.5999999999999999,0.0,-65.2960511778902,0.5999999999999999,0.0,-65.2960511778902
0.6249999999999998,0.0,-65.30818271642781,0.6249999999999998,0.0,-65.30818271642781
0.6499999999999997,0.0,-65.32029921403232,0.6499999999999997,0.0,-65.32029921403232
0.6749999999999996,0.0,-65.33240051445483,0.6749999999999996,0.0,-65.33240051445483
0.6999999999999995,0.0,-65.34448646949386,0.6999999999999995,0.0,-65.34448646949386
0.7249999999999994,0.0,-65.35655693916534,0.7249999999999994,0.0,-65.35655693916534
0.7499999999999993,0.0,-65.36861179165867,0.7499999999999993,0.0,-65.36861179165867
0.7749999999999992,0.0,-65.38065090314659,0.7749999999999992,0.0,-65.38065090314659
